transaction_id,store_id,product_id,transaction_date,quantity_sold,unit_price,discount_pct
1556,5,146,2024-01-02,10,127.32,0.05
1557,4,39,2024-07-18,9,112.9,0.1
1558,6,79,2024-12-12,5,156.97,0.0
1559,9,161,2024-03-31,6,203.07,0.25
1560,9,153,31/01/2024,10,149.65,0.05
1561,3,8,2024-05-12,12,98.81,0.1
1562,3,129,11/02/2024,7,151.03,0.1
1563,10,87,2024-03-23,3,211.16,0.15
1564,2,88,2024-09-23,9,,0.0
1565,8,123,2024-10-01,7,108.4,0.0
1566,1,109,2024-12-21,2,204.21,0.0
1567,1,147,2024-01-05,5,159.14,0.0
1568,2,51,2024-10-10,11,160.16,0.05
1569,6,170,2024-03-26,4,8.38,0.15
1570,8,12,2024-02-28,2,105.87,0.0
1571,8,167,2024-11-13,3,20.08,0.0
1572,9,132,2024-12-18,8,133.08,0.1
1573,1,44,2024-12-28,2,260.43,0.0
1574,5,109,2024-05-22,4,204.21,0.0
1575,5,117,2024-11-01,9,144.39,0.25
1576,9,105,2024-08-14,2,136.88,0.0
1577,3,150,2024-07-31,3,89.35,0.1
1578,3,41,2024-08-31,3,157.72,0.0
1579,5,69,2024-04-16,4,68.64,0.05
1580,3,31,2024-11-28,6,110.33,0.0
1581,1,77,2024-07-20,3,68.92,0.05
1582,3,21,2024-07-28,8,89.09,0.0
1583,3,8,2024-12-07,7,98.81,0.15
1584,1,165,2024-08-25,5,56.11,0.0
1585,6,49,2024-11-19,9,89.67,0.0
1586,4,53,2024-02-08,12,131.05,0.05
1587,3,153,2024-02-11,10,149.65,0.0
1588,7,69,2024-12-25,3,68.64,0.05
1589,10,110,2024-04-27,11,240.3,0.1
1590,2,44,2024-12-07,6,260.43,0.05
1591,9,153,2024-10-25,4,149.65,0.0
1592,3,157,2024-12-13,12,147.67,0.25
1593,9,108,2024-05-10,11,151.96,0.25
1594,5,105,2024-10-22,9,136.88,0.25
1595,7,107,2024-11-13,11,9.07,0.0
1596,2,30,2024-08-23,-9,212.07,0.25
1597,6,113,2024-03-10,2,114.72,0.1
1598,3,58,2024-01-04,11,216.14,0.1
1599,3,130,2024-04-16,2,200.9,0.0
1600,4,116,2024-04-06,3,182.63,0.0
1601,8,27,2024-09-30,2,83.28,0.0
1602,2,146,2024-04-11,12,127.32,0.1
1603,5,135,2024-10-27,2,198.75,0.15
1604,9,168,2024-03-24,7,115.57,0.1
1605,9,161,2024-05-30,4,203.07,0.0
1606,3,42,31/07/2024,10,169.87,0.0
1607,1,125,2024-12-11,5,151.37,0.0
1608,6,136,2024-12-16,4,182.39,0.25
1609,5,32,2024-10-29,5,195.25,0.0
1610,1,89,2024-09-08,1,16.36,0.0
1611,8,124,2024-10-15,3,19.68,0.0
1612,2,145,2024-01-21,12,33.88,0.0
1613,1,38,2024-11-06,11,27.57,0.0
1614,6,46,2024-05-12,2,46.4,0.05
1615,3,134,2024-06-28,4,141.92,0.25
1616,9,137,2024-12-12,10,165.65,0.0
1617,3,132,2024-11-16,6,133.08,0.0
1618,4,145,2024-12-26,11,33.88,0.1
1619,9,57,2024-02-01,2,75.29,0.0
1620,2,31,2024-12-28,2,110.33,0.1
1621,2,31,2024-01-27,1,110.33,0.0
1622,1,97,2024-04-20,1,51.84,0.05
1623,4,110,2024-08-02,4,240.3,0.0
1624,6,89,2024-04-05,4,16.36,0.0
1625,5,99,2024-10-02,8,207.07,0.0
1626,6,136,2024-08-19,11,182.39,0.0
1627,2,163,11/11/2024,2,102.16,0.1
1628,9,28,2024-11-24,10,143.98,0.0
1629,10,42,2024-11-20,12,169.87,0.0
1630,9,87,2024-07-16,2,211.16,0.0
1631,8,57,2024-12-28,2,75.29,0.1
1632,1,113,2024-12-05,-2,114.72,0.15
1633,2,83,2024-07-15,4,48.4,0.1
1634,5,15,2024-08-19,8,149.2,0.0
1635,1,149,2024-02-11,10,212.9,0.15
1636,9,64,2024-02-27,6,54.54,0.15
1637,5,22,2024-03-22,6,28.7,0.25
1638,6,75,2024-09-01,9,29.49,0.25
1639,5,144,2024-07-11,9,72.5,0.05
1640,2,113,2024-07-01,9,114.72,0.25
1641,4,89,2024-05-11,7,16.36,0.0
1642,3,23,2024-12-08,3,135.4,0.0
1643,10,81,2024-04-11,1,39.73,0.0
1644,7,20,2024-05-19,7,150.34,0.0
1645,6,3,2024-12-19,6,91.88,0.1
1646,5,8,2024-02-24,8,98.81,0.1
1647,2,124,2024-11-14,4,19.68,0.25
1648,9,52,2024-06-28,1,158.1,0.0
1649,6,156,2024-12-28,9,173.78,0.15
1650,5,157,2024-05-23,9,147.67,0.15
1651,6,31,2024-08-07,7,110.33,0.05
1652,6,25,2024-03-17,3,179.28,0.15
1653,1,79,2024-05-18,12,156.97,0.25
1654,4,10,2024-07-25,1,136.82,0.0
1655,10,82,11/12/2024,1,111.57,0.0
1656,5,14,2024-12-14,5,13.97,0.05
1657,9,64,2024-11-05,10,54.54,0.15
1658,9,147,2024-01-19,10,159.14,0.25
1659,4,93,2024-11-30,6,187.19,0.25
1660,9,114,2024-09-28,5,137.91,0.0
1661,4,32,2024-09-16,6,195.25,0.0
1662,9,35,2024-02-26,10,8.64,0.25
1663,3,81,2024-04-28,7,39.73,0.1
1664,8,136,2024-04-06,8,182.39,0.15
1665,8,81,2024-03-09,3,39.73,0.0
1666,6,69,2024-08-28,11,68.64,0.25
1667,3,120,2024-06-04,7,234.32,0.0
1668,4,36,2024-04-07,11,31.45,0.0
1669,1,114,2024-01-02,11,137.91,0.0
1670,7,68,2024-09-18,12,17.26,0.1
1671,10,49,2024-12-25,9,89.67,0.1
1672,6,101,2024-02-12,4,131.65,0.25
1673,5,97,2024-08-02,2,51.84,0.15
1674,7,27,2024-02-29,4,83.28,0.25
1675,3,94,2024-01-02,4,179.27,0.15
1676,3,148,2024-08-06,4,126.73,0.05
1677,10,98,2024-02-14,6,93.24,0.0
1678,6,54,2024-06-09,3,241.98,0.1
1679,4,24,2024-06-12,3,80.42,0.0
1680,7,149,2024-11-04,9,212.9,0.05
1681,8,156,2024-01-18,12,173.78,0.0
1682,4,17,2024-03-07,2,92.08,0.1
1683,1,95,2024-05-28,3,244.81,0.15
1684,7,104,2024-12-19,4,246.47,0.1
1685,7,55,2024-07-13,3,120.86,0.05
1686,9,68,2024-11-06,4,17.26,0.1
1687,4,41,2024-12-15,9,157.72,0.05
1688,6,41,2024-08-18,10,157.72,0.05
1689,7,170,2024-12-09,11,8.38,0.05
1690,7,120,2024-04-01,7,234.32,0.05
1691,9,97,2024-11-28,11,51.84,0.15
1692,4,160,2024-11-09,5,215.87,0.05
1693,5,26,2024-10-09,11,163.65,0.0
1694,3,165,2024-02-16,7,56.11,0.25
1695,8,63,2024-05-15,3,110.07,0.25
1696,5,94,2024-05-03,3,179.27,0.15
1697,6,137,2024-04-19,2,165.65,0.0
1698,1,129,2024-10-05,8,151.03,0.1
1699,3,8,2024-01-17,-1,98.81,0.0
1700,2,43,2024-03-04,1,88.26,0.0
1701,2,56,2024-12-17,10,91.09,0.1
1702,2,74,2024-05-08,8,77.0,0.0
1703,3,11,2024-04-02,2,117.42,0.0
1704,10,25,2024-07-09,10,179.28,0.15
1705,8,25,2024-11-22,3,179.28,0.0
1706,5,126,2024-05-12,1,28.64,0.05
1707,9,75,2024-06-15,3,29.49,0.05
1708,8,49,2024-10-27,5,89.67,0.05
1709,3,103,2024-12-11,6,143.37,0.25
1710,6,32,2024-05-10,1,195.25,0.15
1711,10,130,2024-08-19,5,200.9,0.0
1712,2,30,2024-10-20,12,212.07,0.05
1713,5,36,19/04/2024,1,31.45,0.25
1714,10,43,2024-08-20,1,88.26,0.25
1715,10,109,2024-08-11,7,204.21,0.0
1716,10,115,2024-12-20,4,212.31,0.1
1717,10,138,2024-11-17,11,98.66,0.0
1718,2,93,2024-11-04,11,187.19,0.0
1719,3,141,2024-11-06,2,,0.25
1720,3,92,2024-09-27,2,96.38,0.0
1721,8,5,2024-02-06,11,152.79,0.0
1722,7,78,2024-08-29,8,125.42,0.0
1723,4,170,2024-08-01,7,8.38,0.0
1724,2,17,2024-05-02,10,92.08,0.15
1725,8,138,2024-09-18,1,98.66,0.05
1726,10,55,2024-03-27,6,120.86,0.0
1727,1,62,2024-04-03,11,11.77,0.0
1728,3,49,2024-05-14,12,89.67,0.05
1729,9,154,2024-06-01,1,104.34,0.25
1730,10,7,2024-06-26,8,12.29,0.05
1731,6,82,2024-08-08,3,111.57,0.15
1732,5,51,2024-10-26,7,160.16,0.0
1733,1,107,2024-10-23,10,9.07,0.0
1734,4,63,2024-08-03,12,110.07,0.05
1735,8,68,2024-06-29,1,17.26,0.1
1736,2,6,2024-12-19,12,18.62,0.15
1737,2,122,2024-12-25,4,28.93,0.0
1738,6,33,2024-06-21,8,162.49,0.05
1739,6,45,2024-05-25,3,29.94,0.0
1740,10,149,2024-09-09,7,212.9,0.15
1741,8,9,2024-01-03,1,100.29,0.1
1742,9,118,2024-01-09,6,153.88,0.15
1743,3,158,2024-07-03,10,81.38,0.0
1744,3,165,2024-04-17,9,56.11,0.0
1745,8,90,2024-02-01,9,98.0,0.1
1746,7,48,2024-03-28,8,43.06,0.25
1747,1,10,2024-06-18,7,136.82,0.15
1748,4,123,2024-05-27,3,108.4,0.25
1749,4,127,2024-07-22,10,51.12,0.05
1750,1,76,2024-06-04,6,150.97,0.15
1751,8,84,2024-01-20,2,219.55,0.0
1752,10,59,2024-10-18,7,30.25,0.0
1753,5,135,2024-04-08,11,198.75,0.0
1754,4,135,2024-10-14,9,198.75,0.0
1755,2,94,2024-11-10,6,179.27,0.0
1756,5,60,2024-05-29,3,27.88,0.15
1757,4,55,2024-12-13,8,120.86,0.0
1758,9,107,2024-10-19,6,9.07,0.0
1759,7,83,2024-12-17,7,48.4,0.05
1760,3,147,2024-01-27,5,159.14,0.05
1761,8,76,2024-07-23,3,150.97,0.0
1762,4,13,2024-11-18,4,91.64,0.0
1763,7,168,2024-05-14,4,115.57,0.0
1764,2,158,2024-12-03,7,81.38,0.0
1765,5,85,2024-06-11,3,88.45,0.1
1766,7,106,2024-03-10,3,97.25,0.0
1767,10,74,2024-12-09,9,77.0,0.1
1768,8,91,2024-09-24,2,146.33,0.0
1769,2,102,2024-11-22,8,25.17,0.0
1770,4,23,2024-01-20,11,135.4,0.0
1771,4,16,2024-03-21,1,78.24,0.0
1772,8,50,2024-11-13,3,168.2,0.05
1773,1,24,2024-04-13,7,80.42,0.0
1774,10,152,2024-05-04,1,77.49,0.0
1775,10,57,2024-04-11,9,75.29,0.0
1776,7,10,2024-01-06,6,136.82,0.1
1777,6,103,2024-03-04,12,143.37,0.25
1778,4,19,2024-06-22,11,61.27,0.25
1779,9,168,2024-09-14,10,115.57,0.0
1780,2,85,2024-06-11,11,88.45,0.05
1781,10,78,2024-11-02,4,125.42,0.05
1782,10,138,2024-07-04,1,98.66,0.0
1783,9,144,2024-03-14,12,72.5,0.0
1784,5,3,2024-12-09,11,91.88,0.1
1785,3,51,2024-10-03,9,160.16,0.1
1786,7,112,2024-01-24,9,58.1,0.0
1787,9,74,2024-11-02,10,77.0,0.0
1788,4,131,2024-07-05,9,141.63,0.0
1789,3,3,2024-10-26,12,91.88,0.0
1790,10,131,2024-07-14,7,141.63,0.0
1791,8,98,01/12/2024,4,93.24,0.0
1792,5,60,2024-02-08,4,27.88,0.0
1793,10,71,2024-12-20,8,11.55,0.25
1794,7,163,2024-09-04,7,102.16,0.0
1795,5,22,2024-05-07,1,28.7,0.0
1796,5,102,2024-03-24,4,25.17,0.25
1797,4,143,2024-11-10,7,233.86,0.15
1798,2,141,2024-02-08,3,45.08,0.0
1799,2,104,2024-08-25,12,246.47,0.1
1800,9,11,2024-09-03,9,117.42,0.0
1801,9,60,2024-04-08,8,27.88,0.0
1802,1,4,2024-12-28,9,167.47,0.1
1803,7,55,13/07/2024,3,120.86,0.05
1804,1,58,2024-02-21,3,216.14,0.0
1805,6,124,2024-01-09,1,,0.05
1806,8,11,2024-11-14,6,,0.05
1807,7,170,2024-10-23,12,8.38,0.1
1808,8,77,2024-04-29,11,68.92,0.15
1809,4,128,2024-11-26,3,177.81,0.0
1810,1,46,2024-11-11,7,46.4,0.0
1811,6,136,2024-08-06,2,182.39,0.05
1812,9,9,2024-07-16,3,100.29,0.15
1813,2,143,2024-03-18,2,233.86,0.0
1814,1,37,2024-11-27,12,19.91,0.15
1815,2,124,2024-01-25,2,19.68,0.0
1816,3,89,2024-07-03,10,16.36,0.25
1817,5,61,2024-07-05,3,24.26,0.15
1818,9,136,2024-09-20,10,182.39,0.05
1819,10,34,2024-08-29,4,99.91,0.0
1820,8,17,2024-11-19,2,,0.1
1821,9,123,2024-01-05,4,108.4,0.05
1822,8,27,2024-12-28,10,83.28,0.0
1823,6,162,2024-06-01,3,125.27,0.0
1824,9,92,2024-12-24,10,96.38,0.1
1825,2,66,2024-03-25,1,254.58,0.1
1826,5,54,2024-01-06,10,241.98,0.0
1827,8,87,2024-09-18,9,211.16,0.1
1828,4,15,2024-09-26,2,149.2,0.25
1829,8,24,2024-07-29,8,80.42,0.0
1830,4,162,2024-01-22,3,125.27,0.0
1831,1,46,2024-03-22,7,46.4,0.15
1832,5,95,2024-01-14,5,244.81,0.15
1833,10,17,2024-04-22,6,92.08,0.0
1834,5,162,2024-02-22,12,125.27,0.25
1835,8,169,2024-05-07,-12,48.02,0.0
1836,1,3,2024-11-17,4,91.88,0.0
1837,6,107,2024-02-02,9,9.07,0.05
1838,8,61,2024-06-30,3,24.26,0.0
1839,1,1,2024-07-21,10,38.35,0.1
1840,4,81,2024-12-10,6,39.73,0.05
1841,3,66,2024-01-22,1,254.58,0.0
1842,4,114,2024-11-09,4,137.91,0.0
1843,7,106,23/11/2024,9,97.25,0.1
1844,5,101,2024-02-07,11,131.65,0.0
1845,1,42,2024-08-07,4,169.87,0.0
1846,6,109,2024-03-08,6,204.21,0.0
1847,4,64,2024-03-19,4,54.54,0.0
1848,5,81,2024-07-12,9,39.73,0.1
1849,7,128,2024-11-01,3,177.81,0.0
1850,5,105,2024-02-01,5,136.88,0.0
1851,3,44,2024-02-25,12,260.43,0.1
1852,3,102,2024-05-18,5,25.17,0.1
1853,1,125,2024-12-21,8,151.37,0.0
1854,1,149,2024-05-25,11,212.9,0.1
1855,5,73,2024-08-10,11,242.79,0.05
1856,6,140,2024-06-29,7,147.3,0.1
1857,8,89,2024-07-05,12,16.36,0.0
1858,3,157,2024-04-16,3,147.67,0.05
1859,1,59,2024-05-12,12,30.25,0.15
1860,10,108,2024-12-17,6,151.96,0.1
1861,9,156,2024-07-02,-8,173.78,0.25
1862,8,33,2024-04-20,2,162.49,0.05
1863,1,120,2024-06-06,4,234.32,0.0
1864,8,82,2024-11-01,6,111.57,0.0
1865,10,50,2024-11-21,4,168.2,0.15
1866,1,90,2024-02-23,1,98.0,0.1
1867,3,77,2024-04-07,9,68.92,0.15
1868,4,136,2024-04-07,8,182.39,0.0
1869,9,155,2024-01-13,12,165.6,0.0
1870,9,115,2024-07-02,1,212.31,0.1
1871,2,21,2024-08-23,7,89.09,0.15
1872,10,148,2024-03-21,11,126.73,0.25
1873,10,145,2024-09-23,1,33.88,0.0
1874,7,156,2024-07-09,12,173.78,0.15
1875,4,119,2024-11-16,8,38.1,0.0
1876,7,63,2024-12-30,11,110.07,0.05
1877,4,119,2024-10-22,12,38.1,0.05
1878,7,77,2024-01-06,9,68.92,0.0
1879,8,43,2024-02-19,5,88.26,0.0
1880,4,20,2024-07-30,5,150.34,0.15
1881,2,107,2024-12-16,6,,0.15
1882,5,46,2024-11-23,5,46.4,0.05
1883,7,119,2024-06-03,6,38.1,0.05
1884,1,151,2024-01-20,6,22.4,0.1
1885,10,126,2024-01-02,11,28.64,0.1
1886,8,90,2024-04-13,1,98.0,0.0
1887,6,39,2024-10-09,10,112.9,0.05
1888,8,53,2024-05-06,1,131.05,0.0
1889,9,151,2024-08-27,5,22.4,0.0
1890,7,150,2024-07-24,11,89.35,0.0
1891,7,45,2024-05-22,8,29.94,0.0
1892,3,43,2024-08-02,8,88.26,0.1
1893,10,40,2024-11-25,6,21.17,0.1
1894,10,6,2024-08-24,11,18.62,0.0
1895,5,156,2024-11-01,3,173.78,0.1
1896,3,65,2024-01-06,6,65.09,0.0
1897,8,101,2024-09-03,3,131.65,0.1
1898,9,24,2024-09-14,3,80.42,0.05
1899,3,144,2024-06-29,9,72.5,0.0
1900,10,157,2024-12-05,1,147.67,0.25
1901,5,67,2024-11-24,11,107.18,0.0
1902,4,77,2024-07-01,8,68.92,0.05
1903,8,73,2024-06-02,11,242.79,0.15
1904,8,63,2024-04-30,11,110.07,0.0
1905,9,74,2024-01-17,9,77.0,0.1
1906,2,86,2024-08-10,9,125.76,0.1
1907,5,149,2024-12-03,3,212.9,0.0
1908,5,28,2024-11-25,9,143.98,0.0
1909,4,155,2024-01-08,1,165.6,0.0
1910,8,110,2024-05-28,6,240.3,0.0
1911,7,19,2024-12-15,10,61.27,0.25
1912,2,150,2024-11-01,6,89.35,0.0
1913,10,83,09/03/2024,6,48.4,0.15
1914,7,142,2024-11-26,6,36.7,0.0
1915,4,153,2024-11-14,6,149.65,0.05
1916,10,19,2024-07-21,6,61.27,0.0
1917,1,114,2024-07-08,9,137.91,0.1
1918,4,8,2024-12-24,2,98.81,0.0
1919,2,12,2024-12-28,5,105.87,0.05
1920,7,29,2024-06-06,12,128.85,0.0
1921,6,156,01/12/2024,3,173.78,0.25
1922,4,43,2024-11-29,5,88.26,0.1
1923,4,83,2024-10-21,8,48.4,0.0
1924,4,64,2024-06-10,6,54.54,0.0
1925,7,119,2024-12-15,10,38.1,0.05
1926,3,30,2024-12-14,11,212.07,0.15
1927,10,82,2024-05-10,12,,0.05
1928,1,156,2024-01-26,7,173.78,0.0
1929,3,27,2024-09-16,2,83.28,0.0
1930,3,56,2024-10-30,4,91.09,0.0
1931,1,130,2024-03-31,2,200.9,0.0
1932,8,145,2024-11-28,8,33.88,0.1
1933,2,89,2024-09-14,1,16.36,0.05
1934,3,160,2024-10-26,10,215.87,0.25
1935,3,64,2024-09-15,8,54.54,0.0
1936,7,14,2024-03-05,8,13.97,0.0
1937,9,14,2024-11-02,11,13.97,0.0
1938,10,4,2024-06-11,-11,167.47,0.25
1939,2,90,2024-11-09,7,98.0,0.15
1940,10,129,2024-09-24,7,151.03,0.05
1941,10,23,2024-11-04,11,,0.25
1942,10,143,2024-10-14,8,233.86,0.15
1943,6,99,2024-12-27,9,207.07,0.0
1944,3,125,2024-04-26,1,151.37,0.0
1945,6,65,2024-12-02,-9,65.09,0.0
1946,10,146,2024-04-14,9,127.32,0.0
1947,5,31,2024-07-28,1,110.33,0.25
1948,7,62,2024-10-16,6,11.77,0.1
1949,4,108,2024-01-14,2,151.96,0.0
1950,8,116,2024-03-06,10,182.63,0.25
1951,1,76,2024-10-24,3,150.97,0.0
1952,6,59,2024-06-03,6,30.25,0.15
1953,10,136,2024-11-08,7,182.39,0.0
1954,10,35,2024-04-01,6,8.64,0.25
1955,3,168,2024-05-23,3,115.57,0.05
1956,5,99,2024-01-04,1,207.07,0.0
1957,10,91,2024-10-17,4,146.33,0.1
1958,10,130,13/11/2024,9,200.9,0.0
1959,9,53,2024-08-26,3,131.05,0.0
1960,7,59,2024-03-28,6,30.25,0.0
1961,2,75,2024-06-14,5,29.49,0.0
1962,9,93,2024-09-04,2,187.19,0.15
1963,10,160,2024-10-03,11,215.87,0.0
1964,9,63,2024-01-28,2,110.07,0.0
1965,1,108,2024-04-20,8,151.96,0.0
1966,10,33,2024-10-26,3,162.49,0.05
1967,7,102,2024-03-28,1,25.17,0.0
1968,6,30,2024-07-13,1,212.07,0.25
1969,5,17,2024-02-26,10,92.08,0.25
1970,1,68,16/03/2024,10,,0.1
1971,6,153,2024-08-30,4,149.65,0.0
1972,7,72,2024-11-19,6,,0.1
1973,3,39,2024-11-08,4,112.9,0.0
1974,5,27,2024-10-26,3,83.28,0.0
1975,8,160,2024-02-07,3,215.87,0.15
1976,2,170,2024-12-28,7,8.38,0.1
1977,1,58,2024-07-09,12,216.14,0.0
1978,7,2,2024-02-07,12,81.57,0.25
1979,2,162,2024-09-27,12,125.27,0.05
1980,4,104,2024-11-12,2,246.47,0.15
1981,6,98,2024-05-30,1,93.24,0.0
1982,3,8,2024-01-08,4,98.81,0.0
1983,9,81,2024-06-01,6,,0.1
1984,1,57,2024-04-05,4,75.29,0.0
1985,6,68,2024-10-16,10,17.26,0.0
1986,8,48,2024-01-03,1,43.06,0.0
1987,10,138,2024-02-13,6,98.66,0.0
1988,7,68,2024-12-17,3,17.26,0.0
1989,1,59,2024-12-21,11,30.25,0.1
1990,2,153,2024-04-01,2,149.65,0.0
1991,1,19,2024-06-11,2,61.27,0.15
1992,9,154,2024-11-08,9,104.34,0.25
1993,8,74,2024-08-26,4,77.0,0.0
1994,9,116,2024-04-06,5,182.63,0.0
1995,1,10,2024-12-19,10,136.82,0.15
1996,4,147,2024-06-29,1,159.14,0.05
1997,9,39,2024-02-07,10,112.9,0.25
1998,9,110,2024-10-19,3,240.3,0.05
1999,5,129,2024-10-13,4,151.03,0.05
2000,9,32,2024-12-28,5,195.25,0.0
2001,10,147,2024-12-17,1,159.14,0.05
2002,4,114,2024-05-24,7,137.91,0.1
2003,1,103,2024-06-10,4,143.37,0.05
2004,10,170,2024-03-20,6,8.38,0.0
2005,7,9,2024-11-22,7,100.29,0.05
2006,10,43,2024-03-10,5,88.26,0.0
2007,3,141,2024-02-17,4,45.08,0.1
2008,7,157,2024-05-08,2,147.67,0.25
2009,2,167,2024-02-07,4,20.08,0.0
2010,10,81,2024-12-16,1,39.73,0.0
2011,6,55,2024-12-26,10,120.86,0.0
2012,3,153,2024-11-04,7,149.65,0.1
2013,6,39,2024-02-18,7,112.9,0.25
2014,1,163,2024-06-06,9,102.16,0.0
2015,3,155,2024-12-09,11,165.6,0.1
2016,5,24,2024-04-04,4,80.42,0.05
2017,3,20,2024-04-10,3,150.34,0.25
2018,6,18,2024-10-30,2,204.77,0.0
2019,3,156,2024-12-24,3,173.78,0.15
2020,5,105,2024-04-13,11,136.88,0.15
2021,5,120,2024-12-21,6,234.32,0.0
2022,7,147,2024-03-30,1,159.14,0.0
2023,4,76,2024-04-08,1,150.97,0.0
2024,8,4,2024-06-15,12,167.47,0.0
2025,10,148,2024-02-12,8,126.73,0.1
2026,10,30,2024-06-27,7,212.07,0.0
2027,4,169,2024-05-30,11,48.02,0.0
2028,3,8,2024-11-02,4,98.81,0.05
2029,5,3,2024-08-20,1,91.88,0.1
2030,3,152,2024-02-19,6,77.49,0.0
2031,10,81,2024-08-26,8,39.73,0.05
2032,9,136,2024-11-14,9,182.39,0.05
2033,10,66,2024-10-01,8,254.58,0.05
2034,6,167,2024-01-25,6,20.08,0.05
2035,3,116,2024-02-12,7,182.63,0.0
2036,2,91,2024-06-30,10,146.33,0.0
2037,2,89,2024-05-09,4,16.36,0.0
2038,10,112,2024-12-28,6,58.1,0.0
2039,7,14,2024-01-27,6,13.97,0.0
2040,3,84,2024-09-01,1,219.55,0.1
2041,7,89,2024-09-22,12,16.36,0.0
2042,3,155,2024-10-19,5,,0.25
2043,5,108,2024-04-04,6,151.96,0.05
2044,2,62,2024-12-24,9,11.77,0.25
2045,6,25,2024-11-26,12,179.28,0.0
2046,3,54,2024-07-18,5,241.98,0.0
2047,6,59,2024-02-17,8,30.25,0.15
2048,8,123,2024-12-21,7,108.4,0.1
2049,9,149,2024-01-02,1,212.9,0.0
2050,1,65,2024-11-04,1,65.09,0.0
2051,9,102,28/12/2024,8,25.17,0.15
2052,8,116,2024-02-27,9,182.63,0.1
2053,7,150,2024-11-15,6,89.35,0.0
2054,6,43,2024-08-04,5,88.26,0.25
2055,4,137,2024-12-17,4,165.65,0.1
2056,5,5,04/11/2024,7,152.79,0.1
2057,5,111,2024-01-15,1,43.1,0.0
2058,8,144,07/11/2024,6,72.5,0.15
2059,4,169,2024-03-21,9,48.02,0.05
2060,4,97,2024-05-15,5,51.84,0.1
2061,4,160,2024-02-11,8,215.87,0.1
2062,2,97,2024-04-07,12,51.84,0.25
2063,1,91,2024-02-19,6,146.33,0.25
2064,9,121,2024-08-23,9,164.69,0.1
2065,10,144,2024-03-01,1,72.5,0.1
2066,10,97,2024-01-22,3,51.84,0.05
2067,7,61,2024-10-31,9,24.26,0.0
2068,6,53,2024-04-28,2,131.05,0.0
2069,4,103,2024-12-04,9,143.37,0.1
2070,1,130,2024-10-01,12,200.9,0.1
2071,3,24,2024-05-26,4,80.42,0.25
2072,4,153,2024-11-15,2,149.65,0.25
2073,4,154,02/03/2024,8,104.34,0.25
2074,6,75,21/09/2024,7,29.49,0.15
2075,2,105,2024-12-06,3,136.88,0.1
2076,10,156,2024-06-29,8,173.78,0.15
2077,2,35,2024-03-23,3,8.64,0.0
2078,2,90,2024-03-22,8,98.0,0.25
2079,7,118,2024-09-15,5,153.88,0.0
2080,8,122,2024-01-20,3,28.93,0.0
2081,7,84,2024-05-09,5,219.55,0.15
2082,6,73,2024-09-13,12,242.79,0.25
2083,4,128,2024-01-16,3,177.81,0.0
2084,5,10,2024-03-24,1,136.82,0.0
2085,7,158,2024-02-10,9,81.38,0.0
2086,10,159,2024-03-29,4,51.69,0.25
2087,10,15,2024-12-28,6,149.2,0.25
2088,4,89,2024-12-17,11,16.36,0.0
2089,5,146,2024-05-07,8,127.32,0.15
2090,9,50,2024-06-23,10,168.2,0.25
2091,5,57,2024-02-02,5,75.29,0.1
2092,10,76,2024-12-21,5,150.97,0.1
2093,6,85,2024-03-16,12,88.45,0.15
2094,7,105,2024-02-25,7,136.88,0.0
2095,3,67,2024-03-19,-12,107.18,0.25
2096,2,104,2024-03-26,9,246.47,0.0
2097,1,98,2024-08-18,9,93.24,0.15
2098,1,22,2024-12-07,8,,0.1
2099,1,165,2024-09-22,8,56.11,0.1
2100,8,33,2024-07-20,9,162.49,0.0
2101,10,47,2024-05-09,4,118.87,0.15
2102,6,133,01/12/2024,1,107.43,0.0
2103,4,57,2024-06-18,12,75.29,0.05
2104,8,86,2024-11-10,12,125.76,0.0
2105,7,136,2024-12-17,6,182.39,0.0
2106,6,103,2024-03-17,7,143.37,0.15
2107,7,155,2024-10-09,9,165.6,0.25
2108,6,163,2024-08-01,5,102.16,0.1
2109,1,42,2024-12-04,2,169.87,0.25
2110,1,26,2024-11-26,9,163.65,0.25
2111,10,11,2024-03-26,10,117.42,0.1
2112,3,105,2024-03-20,2,136.88,0.0
2113,5,14,18/06/2024,3,13.97,0.1
2114,4,111,2024-12-20,5,43.1,0.15
2115,4,45,2024-11-19,5,29.94,0.0
2116,10,139,2024-11-09,12,81.1,0.25
2117,9,51,2024-07-06,1,160.16,0.1
2118,1,108,2024-07-17,7,151.96,0.1
2119,10,23,2024-05-04,2,,0.0
2120,9,105,2024-07-03,11,,0.0
2121,5,63,2024-06-22,1,110.07,0.15
2122,10,120,2024-11-13,2,234.32,0.05
2123,6,71,2024-01-18,-12,11.55,0.25
2124,3,47,2024-11-23,11,118.87,0.15
2125,8,113,2024-01-08,1,114.72,0.05
2126,10,118,2024-10-07,8,153.88,0.0
2127,3,95,2024-08-07,2,244.81,0.0
2128,9,40,2024-04-22,2,21.17,0.0
2129,2,34,2024-11-08,10,99.91,0.25
2130,1,168,10/11/2024,5,115.57,0.1
2131,8,91,2024-06-02,11,146.33,0.0
2132,7,52,2024-09-29,9,158.1,0.0
2133,2,96,2024-12-28,3,169.6,0.0
2134,6,22,2024-08-13,11,28.7,0.05
2135,6,82,2024-06-08,1,111.57,0.25
2136,1,163,2024-12-04,4,102.16,0.15
2137,9,142,2024-07-06,12,36.7,0.15
2138,9,147,2024-02-19,2,159.14,0.05
