transaction_id,store_id,product_id,transaction_date,quantity_sold,unit_price,discount_pct,gross_sales,discount_amt,net_sales,year,month,month_name,day_of_week,quarter
887,1,112,2024-08-07,11,58.1,0.05,639.1,0.31955,638.78045,2024,8,August,Wednesday,3
888,5,42,2024-07-03,6,169.87,0.1,1019.22,1.01922,1018.20078,2024,7,July,Wednesday,3
889,5,25,2024-08-19,9,179.28,0.25,1613.52,4.0338,1609.4862,2024,8,August,Monday,3
890,2,130,2024-09-20,5,200.9,0.0,1004.5,0.0,1004.5,2024,9,September,Friday,3
891,6,111,2024-05-21,6,43.1,0.0,258.6,0.0,258.6,2024,5,May,Tuesday,2
892,8,61,2024-06-07,6,24.26,0.0,145.56,0.0,145.56,2024,6,June,Friday,2
893,4,153,2024-03-31,7,149.65,0.15,1047.55,1.5713249999999999,1045.978675,2024,3,March,Sunday,1
894,6,76,2024-08-12,1,150.97,0.15,150.97,0.226455,150.743545,2024,8,August,Monday,3
895,7,117,2024-11-12,6,144.39,0.0,866.3399999999999,0.0,866.3399999999999,2024,11,November,Tuesday,4
896,8,130,2024-01-06,5,200.9,0.0,1004.5,0.0,1004.5,2024,1,January,Saturday,1
897,9,62,2024-01-03,8,11.77,0.0,94.16,0.0,94.16,2024,1,January,Wednesday,1
898,6,115,2024-12-19,8,212.31,0.05,1698.48,0.8492400000000001,1697.63076,2024,12,December,Thursday,4
899,8,42,2024-09-04,11,169.87,0.25,1868.5700000000002,4.671425,1863.8985750000002,2024,9,September,Wednesday,3
900,4,59,2024-11-26,6,30.25,0.0,181.5,0.0,181.5,2024,11,November,Tuesday,4
901,10,73,2024-07-10,12,242.79,0.05,2913.48,1.4567400000000001,2912.02326,2024,7,July,Wednesday,3
902,3,166,2024-06-23,8,44.53,0.0,356.24,0.0,356.24,2024,6,June,Sunday,2
903,9,26,2024-09-25,2,163.65,0.0,327.3,0.0,327.3,2024,9,September,Wednesday,3
904,10,46,2024-07-23,1,46.4,0.15,46.4,0.0696,46.3304,2024,7,July,Tuesday,3
905,9,127,2024-04-15,6,51.12,0.0,306.71999999999997,0.0,306.71999999999997,2024,4,April,Monday,2
906,2,85,2024-07-09,4,88.45,0.0,353.8,0.0,353.8,2024,7,July,Tuesday,3
907,5,60,2024-10-10,12,27.88,0.05,334.56,0.16728,334.39272,2024,10,October,Thursday,4
908,2,161,2024-07-13,10,203.07,0.25,2030.6999999999998,5.07675,2025.6232499999999,2024,7,July,Saturday,3
909,4,168,2024-02-28,9,115.57,0.0,1040.1299999999999,0.0,1040.1299999999999,2024,2,February,Wednesday,1
910,9,68,2024-11-08,1,17.26,0.1,17.26,0.01726,17.24274,2024,11,November,Friday,4
911,8,106,2024-03-31,2,97.25,0.15,194.5,0.29174999999999995,194.20825,2024,3,March,Sunday,1
912,6,15,2024-12-23,10,149.2,0.0,1492.0,0.0,1492.0,2024,12,December,Monday,4
913,6,151,2024-12-28,6,22.4,0.0,134.39999999999998,0.0,134.39999999999998,2024,12,December,Saturday,4
914,1,27,2024-11-27,9,83.28,0.0,749.52,0.0,749.52,2024,11,November,Wednesday,4
915,6,14,2024-05-27,5,13.97,0.0,69.85000000000001,0.0,69.85000000000001,2024,5,May,Monday,2
916,7,65,2024-02-21,1,65.09,0.0,65.09,0.0,65.09,2024,2,February,Wednesday,1
917,3,71,2024-01-25,9,11.55,0.15,103.95,0.15592499999999998,103.794075,2024,1,January,Thursday,1
918,8,19,2024-04-04,8,61.27,0.15,490.16,0.73524,489.42476000000005,2024,4,April,Thursday,2
919,3,167,2024-07-02,11,20.08,0.15,220.88,0.33132,220.54868,2024,7,July,Tuesday,3
920,3,118,2024-01-05,5,153.88,0.15,769.4,1.1541,768.2459,2024,1,January,Friday,1
921,1,10,2024-03-27,5,136.82,0.0,684.0999999999999,0.0,684.0999999999999,2024,3,March,Wednesday,1
922,10,155,2024-07-10,2,165.6,0.0,331.2,0.0,331.2,2024,7,July,Wednesday,3
923,5,143,2024-05-23,8,233.86,0.0,1870.88,0.0,1870.88,2024,5,May,Thursday,2
924,5,117,2024-12-28,9,144.39,0.0,1299.5099999999998,0.0,1299.5099999999998,2024,12,December,Saturday,4
925,5,138,2024-12-08,10,98.66,0.1,986.5999999999999,0.9865999999999999,985.6134,2024,12,December,Sunday,4
926,6,51,2024-01-09,4,160.16,0.25,640.64,1.6016,639.0384,2024,1,January,Tuesday,1
927,6,28,2024-07-19,5,143.98,0.05,719.9,0.35995,719.54005,2024,7,July,Friday,3
928,3,162,2024-10-16,11,125.27,0.15,1377.97,2.066955,1375.903045,2024,10,October,Wednesday,4
929,5,70,2024-04-30,1,149.07,0.0,149.07,0.0,149.07,2024,4,April,Tuesday,2
930,5,146,2024-01-04,10,127.32,0.25,1273.1999999999998,3.1829999999999994,1270.0169999999998,2024,1,January,Thursday,1
931,9,149,2024-11-04,7,212.9,0.0,1490.3,0.0,1490.3,2024,11,November,Monday,4
932,1,143,2024-08-02,8,233.86,0.15,1870.88,2.80632,1868.0736800000002,2024,8,August,Friday,3
933,9,96,2024-05-12,9,169.6,0.25,1526.3999999999999,3.816,1522.5839999999998,2024,5,May,Sunday,2
934,7,124,2024-12-07,4,19.68,0.0,78.72,0.0,78.72,2024,12,December,Saturday,4
935,6,51,2024-07-31,1,160.16,0.15,160.16,0.24023999999999998,159.91976,2024,7,July,Wednesday,3
936,3,72,2024-12-05,5,94.95,0.05,474.75,0.237375,474.512625,2024,12,December,Thursday,4
937,8,21,2024-07-02,7,89.09,0.15,623.63,0.935445,622.694555,2024,7,July,Tuesday,3
938,10,146,2024-12-16,2,127.32,0.0,254.64,0.0,254.64,2024,12,December,Monday,4
939,4,169,2024-10-09,6,48.02,0.0,288.12,0.0,288.12,2024,10,October,Wednesday,4
940,8,40,2024-12-28,5,21.17,0.25,105.85000000000001,0.264625,105.58537500000001,2024,12,December,Saturday,4
941,4,65,2024-04-03,12,65.09,0.1,781.08,0.78108,780.2989200000001,2024,4,April,Wednesday,2
942,8,46,2024-08-13,11,46.4,0.0,510.4,0.0,510.4,2024,8,August,Tuesday,3
943,8,146,2024-10-12,2,127.32,0.1,254.64,0.25464,254.38536,2024,10,October,Saturday,4
944,2,82,2024-11-02,10,111.57,0.0,1115.6999999999998,0.0,1115.6999999999998,2024,11,November,Saturday,4
945,2,11,2024-10-29,12,117.42,0.0,1409.04,0.0,1409.04,2024,10,October,Tuesday,4
946,8,106,2024-03-13,8,97.25,0.05,778.0,0.38900000000000007,777.611,2024,3,March,Wednesday,1
947,7,84,2024-05-07,2,219.55,0.0,439.1,0.0,439.1,2024,5,May,Tuesday,2
948,9,121,2024-12-14,4,164.69,0.05,658.76,0.32938,658.43062,2024,12,December,Saturday,4
949,10,106,2024-12-09,6,97.25,0.0,583.5,0.0,583.5,2024,12,December,Monday,4
950,4,78,2024-03-05,7,125.42,0.0,877.94,0.0,877.94,2024,3,March,Tuesday,1
951,2,15,2024-05-16,5,149.2,0.1,746.0,0.7460000000000001,745.254,2024,5,May,Thursday,2
952,2,52,2024-06-09,8,158.1,0.1,1264.8,1.2648000000000001,1263.5352,2024,6,June,Sunday,2
953,9,164,2024-10-10,8,78.92,0.0,631.36,0.0,631.36,2024,10,October,Thursday,4
954,4,45,2024-03-14,1,29.94,0.15,29.94,0.04491,29.89509,2024,3,March,Thursday,1
955,4,52,2024-09-11,7,158.1,0.1,1106.7,1.1067000000000002,1105.5933,2024,9,September,Wednesday,3
956,9,128,2024-03-22,8,177.81,0.0,1422.48,0.0,1422.48,2024,3,March,Friday,1
957,9,126,2024-07-12,12,28.64,0.05,343.68,0.17184000000000002,343.50816000000003,2024,7,July,Friday,3
958,6,121,2024-01-09,4,164.69,0.0,658.76,0.0,658.76,2024,1,January,Tuesday,1
959,8,97,2024-11-04,9,51.84,0.1,466.56000000000006,0.4665600000000001,466.09344000000004,2024,11,November,Monday,4
960,1,150,2024-11-16,8,89.35,0.25,714.8,1.787,713.0129999999999,2024,11,November,Saturday,4
961,6,72,2024-02-25,3,94.95,0.0,284.85,0.0,284.85,2024,2,February,Sunday,1
962,3,134,2024-07-03,3,141.92,0.15,425.76,0.63864,425.12136,2024,7,July,Wednesday,3
963,2,13,2024-12-07,2,91.64,0.0,183.28,0.0,183.28,2024,12,December,Saturday,4
964,9,118,2024-05-05,8,153.88,0.0,1231.04,0.0,1231.04,2024,5,May,Sunday,2
965,4,47,2024-12-24,1,118.87,0.15,118.87,0.17830500000000002,118.69169500000001,2024,12,December,Tuesday,4
966,4,18,2024-01-05,5,204.77,0.15,1023.85,1.535775,1022.3142250000001,2024,1,January,Friday,1
967,1,152,2024-12-27,5,77.49,0.0,387.45,0.0,387.45,2024,12,December,Friday,4
968,5,76,2024-12-07,1,150.97,0.25,150.97,0.377425,150.592575,2024,12,December,Saturday,4
969,7,113,2024-05-19,12,114.72,0.25,1376.6399999999999,3.4415999999999998,1373.1983999999998,2024,5,May,Sunday,2
970,7,151,2024-08-02,10,22.4,0.0,224.0,0.0,224.0,2024,8,August,Friday,3
971,10,24,2024-05-16,5,80.42,0.15,402.1,0.60315,401.49685,2024,5,May,Thursday,2
972,5,62,2024-04-18,3,11.77,0.0,35.31,0.0,35.31,2024,4,April,Thursday,2
973,3,108,2024-09-30,7,151.96,0.0,1063.72,0.0,1063.72,2024,9,September,Monday,3
974,4,20,2024-02-11,5,150.34,0.0,751.7,0.0,751.7,2024,2,February,Sunday,1
975,3,169,2024-10-10,5,48.02,0.05,240.10000000000002,0.12005000000000003,239.97995000000003,2024,10,October,Thursday,4
976,3,116,2024-08-21,8,182.63,0.15,1461.04,2.19156,1458.84844,2024,8,August,Wednesday,3
977,9,84,2024-04-16,12,219.55,0.05,2634.6000000000004,1.3173000000000001,2633.2827,2024,4,April,Tuesday,2
978,7,92,2024-07-06,1,96.38,0.0,96.38,0.0,96.38,2024,7,July,Saturday,3
979,9,52,2024-03-15,4,158.1,0.05,632.4,0.31620000000000004,632.0838,2024,3,March,Friday,1
980,8,62,2024-10-24,9,11.77,0.1,105.92999999999999,0.10593,105.82406999999999,2024,10,October,Thursday,4
981,10,39,2024-01-30,1,112.9,0.0,112.9,0.0,112.9,2024,1,January,Tuesday,1
982,2,71,2024-09-06,12,11.55,0.0,138.60000000000002,0.0,138.60000000000002,2024,9,September,Friday,3
983,9,24,2024-03-02,2,80.42,0.0,160.84,0.0,160.84,2024,3,March,Saturday,1
984,4,88,2024-04-05,6,106.78,0.15,640.6800000000001,0.96102,639.7189800000001,2024,4,April,Friday,2
985,10,147,2024-07-12,10,159.14,0.0,1591.3999999999999,0.0,1591.3999999999999,2024,7,July,Friday,3
986,10,35,2024-12-25,8,8.64,0.0,69.12,0.0,69.12,2024,12,December,Wednesday,4
987,5,61,2024-07-26,7,24.26,0.1,169.82000000000002,0.16982000000000003,169.65018000000003,2024,7,July,Friday,3
988,2,59,2024-11-16,2,30.25,0.0,60.5,0.0,60.5,2024,11,November,Saturday,4
989,3,5,2024-02-08,6,152.79,0.15,916.74,1.37511,915.3648900000001,2024,2,February,Thursday,1
990,7,40,2024-11-28,4,21.17,0.0,84.68,0.0,84.68,2024,11,November,Thursday,4
991,9,44,2024-07-12,4,260.43,0.1,1041.72,1.0417200000000002,1040.67828,2024,7,July,Friday,3
992,7,20,2024-11-27,1,150.34,0.0,150.34,0.0,150.34,2024,11,November,Wednesday,4
993,9,157,2024-06-26,5,147.67,0.0,738.3499999999999,0.0,738.3499999999999,2024,6,June,Wednesday,2
994,6,130,2024-11-28,7,200.9,0.0,1406.3,0.0,1406.3,2024,11,November,Thursday,4
995,2,16,2024-12-30,9,78.24,0.25,704.16,1.7604,702.3996,2024,12,December,Monday,4
996,3,120,2024-07-05,11,234.32,0.15,2577.52,3.8662799999999997,2573.65372,2024,7,July,Friday,3
997,10,165,2024-11-05,2,56.11,0.0,112.22,0.0,112.22,2024,11,November,Tuesday,4
998,9,128,2024-10-21,6,177.81,0.0,1066.8600000000001,0.0,1066.8600000000001,2024,10,October,Monday,4
999,7,118,2024-09-21,2,153.88,0.0,307.76,0.0,307.76,2024,9,September,Saturday,3
1000,6,20,2024-08-19,8,150.34,0.25,1202.72,3.0068,1199.7132,2024,8,August,Monday,3
1001,5,106,2024-10-13,6,97.25,0.05,583.5,0.29175,583.20825,2024,10,October,Sunday,4
1002,9,100,2024-03-31,6,120.25,0.05,721.5,0.36075,721.13925,2024,3,March,Sunday,1
1003,10,45,2024-08-23,5,29.94,0.05,149.70000000000002,0.07485000000000001,149.62515000000002,2024,8,August,Friday,3
1004,1,157,2024-01-25,7,147.67,0.25,1033.6899999999998,2.5842249999999996,1031.1057749999998,2024,1,January,Thursday,1
1005,4,46,2024-04-07,2,46.4,0.0,92.8,0.0,92.8,2024,4,April,Sunday,2
1006,3,157,2024-06-02,8,147.67,0.0,1181.36,0.0,1181.36,2024,6,June,Sunday,2
1007,9,55,2024-07-29,11,120.86,0.05,1329.46,0.66473,1328.79527,2024,7,July,Monday,3
1008,4,103,2024-12-23,6,143.37,0.05,860.22,0.43011000000000005,859.78989,2024,12,December,Monday,4
1009,9,33,2024-05-22,10,162.49,0.15,1624.9,2.4373500000000003,1622.4626500000002,2024,5,May,Wednesday,2
1010,6,170,2024-06-30,5,8.38,0.05,41.900000000000006,0.020950000000000003,41.87905000000001,2024,6,June,Sunday,2
1011,3,56,2024-09-17,12,91.09,0.0,1093.08,0.0,1093.08,2024,9,September,Tuesday,3
1012,7,68,2024-12-15,6,17.26,0.0,103.56,0.0,103.56,2024,12,December,Sunday,4
1013,1,73,2024-03-15,4,242.79,0.05,971.16,0.48558,970.6744199999999,2024,3,March,Friday,1
1014,2,102,2024-03-31,9,25.17,0.1,226.53000000000003,0.22653000000000006,226.30347000000003,2024,3,March,Sunday,1
1015,5,42,2024-05-02,6,169.87,0.15,1019.22,1.5288300000000001,1017.69117,2024,5,May,Thursday,2
1016,8,106,2024-11-07,12,97.25,0.0,1167.0,0.0,1167.0,2024,11,November,Thursday,4
1017,5,109,2024-02-20,3,204.21,0.25,612.63,1.531575,611.098425,2024,2,February,Tuesday,1
1018,3,96,2024-12-22,8,169.6,0.1,1356.8,1.3568,1355.4432,2024,12,December,Sunday,4
1019,1,65,2024-03-06,2,65.09,0.05,130.18,0.06509000000000001,130.11491,2024,3,March,Wednesday,1
1020,2,158,2024-12-12,9,81.38,0.1,732.42,0.7324200000000001,731.6875799999999,2024,12,December,Thursday,4
1021,8,34,2024-03-04,3,99.91,0.0,299.73,0.0,299.73,2024,3,March,Monday,1
1022,8,47,2024-11-10,4,118.87,0.0,475.48,0.0,475.48,2024,11,November,Sunday,4
1023,3,60,2024-09-22,4,27.88,0.05,111.52,0.055760000000000004,111.46423999999999,2024,9,September,Sunday,3
1024,1,157,2024-10-23,12,147.67,0.0,1772.04,0.0,1772.04,2024,10,October,Wednesday,4
1025,7,119,2024-03-27,9,38.1,0.15,342.90000000000003,0.51435,342.38565000000006,2024,3,March,Wednesday,1
1026,1,13,2024-10-02,12,91.64,0.05,1099.68,0.5498400000000001,1099.1301600000002,2024,10,October,Wednesday,4
1027,1,113,2024-12-12,10,114.72,0.15,1147.2,1.7208,1145.4792,2024,12,December,Thursday,4
1028,6,11,2024-11-21,6,117.42,0.05,704.52,0.35226,704.16774,2024,11,November,Thursday,4
1029,7,61,2024-12-21,12,24.26,0.0,291.12,0.0,291.12,2024,12,December,Saturday,4
1030,6,99,2024-04-12,5,207.07,0.0,1035.35,0.0,1035.35,2024,4,April,Friday,2
1031,7,113,2024-07-07,2,114.72,0.05,229.44,0.11472000000000002,229.32528,2024,7,July,Sunday,3
1032,6,164,2024-04-05,2,78.92,0.0,157.84,0.0,157.84,2024,4,April,Friday,2
1033,2,90,2024-03-07,1,98.0,0.0,98.0,0.0,98.0,2024,3,March,Thursday,1
1034,4,123,2024-12-22,8,108.4,0.0,867.2,0.0,867.2,2024,12,December,Sunday,4
1035,9,89,2024-09-28,8,16.36,0.25,130.88,0.3272,130.5528,2024,9,September,Saturday,3
1036,6,67,2024-11-16,7,107.18,0.0,750.26,0.0,750.26,2024,11,November,Saturday,4
1037,1,149,2024-01-10,4,212.9,0.15,851.6,1.2773999999999999,850.3226000000001,2024,1,January,Wednesday,1
1038,2,40,2024-02-20,3,21.17,0.0,63.510000000000005,0.0,63.510000000000005,2024,2,February,Tuesday,1
1039,10,5,2024-03-29,5,152.79,0.0,763.9499999999999,0.0,763.9499999999999,2024,3,March,Friday,1
1040,2,17,2024-09-28,2,92.08,0.15,184.16,0.27624,183.88376,2024,9,September,Saturday,3
1041,10,20,2024-11-23,2,150.34,0.0,300.68,0.0,300.68,2024,11,November,Saturday,4
1042,2,28,2024-02-20,10,143.98,0.1,1439.8,1.4398,1438.3601999999998,2024,2,February,Tuesday,1
1043,10,5,2024-09-02,1,152.79,0.15,152.79,0.22918499999999997,152.560815,2024,9,September,Monday,3
1044,6,57,2024-11-24,12,75.29,0.1,903.48,0.9034800000000002,902.5765200000001,2024,11,November,Sunday,4
1045,8,101,2024-12-19,10,131.65,0.1,1316.5,1.3165,1315.1835,2024,12,December,Thursday,4
1046,2,36,2024-03-21,6,31.45,0.0,188.7,0.0,188.7,2024,3,March,Thursday,1
1047,4,167,2024-06-07,10,20.08,0.0,200.79999999999998,0.0,200.79999999999998,2024,6,June,Friday,2
1048,1,137,2024-05-06,7,165.65,0.0,1159.55,0.0,1159.55,2024,5,May,Monday,2
1049,10,55,2024-03-09,5,120.86,0.25,604.3,1.5107499999999998,602.7892499999999,2024,3,March,Saturday,1
1050,7,93,2024-11-15,2,187.19,0.0,374.38,0.0,374.38,2024,11,November,Friday,4
1051,6,28,2024-12-22,9,143.98,0.0,1295.82,0.0,1295.82,2024,12,December,Sunday,4
1052,8,112,2024-12-17,5,58.1,0.25,290.5,0.72625,289.77375,2024,12,December,Tuesday,4
1053,8,128,2024-12-25,4,177.81,0.25,711.24,1.7781,709.4619,2024,12,December,Wednesday,4
1054,3,130,2024-08-26,1,200.9,0.25,200.9,0.50225,200.39775,2024,8,August,Monday,3
1055,7,13,2024-02-21,5,91.64,0.0,458.2,0.0,458.2,2024,2,February,Wednesday,1
1056,4,79,2024-03-18,2,156.97,0.15,313.94,0.47091,313.46909,2024,3,March,Monday,1
1057,6,113,2024-11-23,4,114.72,0.1,458.88,0.45888000000000007,458.42112,2024,11,November,Saturday,4
1058,8,113,2024-08-01,1,114.72,0.0,114.72,0.0,114.72,2024,8,August,Thursday,3
1059,2,38,2024-02-17,11,27.57,0.25,303.27,0.7581749999999999,302.511825,2024,2,February,Saturday,1
1060,3,62,2024-05-09,2,11.77,0.0,23.54,0.0,23.54,2024,5,May,Thursday,2
1061,1,137,2024-04-12,12,165.65,0.0,1987.8000000000002,0.0,1987.8000000000002,2024,4,April,Friday,2
1062,2,50,2024-01-30,6,168.2,0.15,1009.1999999999999,1.5138,1007.6862,2024,1,January,Tuesday,1
1063,10,6,2024-07-15,2,18.62,0.1,37.24,0.03724,37.202760000000005,2024,7,July,Monday,3
1064,2,11,2024-06-07,11,117.42,0.1,1291.6200000000001,1.29162,1290.3283800000002,2024,6,June,Friday,2
1065,9,137,2024-07-17,10,165.65,0.15,1656.5,2.48475,1654.01525,2024,7,July,Wednesday,3
1066,7,96,2024-04-14,8,169.6,0.0,1356.8,0.0,1356.8,2024,4,April,Sunday,2
1067,4,35,2024-12-19,3,8.64,0.0,25.92,0.0,25.92,2024,12,December,Thursday,4
1068,10,140,2024-02-01,5,147.3,0.05,736.5,0.36825,736.13175,2024,2,February,Thursday,1
1069,4,100,2024-12-15,11,120.25,0.25,1322.75,3.306875,1319.443125,2024,12,December,Sunday,4
1070,10,116,2024-12-08,4,182.63,0.25,730.52,1.8263,728.6937,2024,12,December,Sunday,4
1071,8,67,2024-11-28,11,107.18,0.0,1178.98,0.0,1178.98,2024,11,November,Thursday,4
1072,1,62,2024-05-30,1,11.77,0.25,11.77,0.029425,11.740575,2024,5,May,Thursday,2
1073,2,62,2024-04-13,9,11.77,0.05,105.92999999999999,0.052965,105.87703499999999,2024,4,April,Saturday,2
1074,9,64,2024-04-06,11,54.54,0.1,599.9399999999999,0.59994,599.34006,2024,4,April,Saturday,2
1076,6,46,2024-06-06,8,46.4,0.0,371.2,0.0,371.2,2024,6,June,Thursday,2
1077,6,82,2024-11-03,11,111.57,0.0,1227.27,0.0,1227.27,2024,11,November,Sunday,4
1078,10,122,2024-06-29,4,28.93,0.25,115.72,0.2893,115.4307,2024,6,June,Saturday,2
1079,6,133,2024-11-18,10,107.43,0.0,1074.3000000000002,0.0,1074.3000000000002,2024,11,November,Monday,4
1080,10,32,2024-12-01,7,195.25,0.25,1366.75,3.416875,1363.333125,2024,12,December,Sunday,4
1081,2,128,2024-11-28,1,177.81,0.05,177.81,0.08890500000000001,177.721095,2024,11,November,Thursday,4
1082,2,6,2024-01-04,8,18.62,0.05,148.96,0.07448,148.88552,2024,1,January,Thursday,1
1083,2,94,2024-10-07,2,179.27,0.1,358.54,0.3585400000000001,358.18146,2024,10,October,Monday,4
1084,8,54,2024-04-21,3,241.98,0.05,725.9399999999999,0.36296999999999996,725.5770299999999,2024,4,April,Sunday,2
1085,6,61,2024-07-24,7,24.26,0.0,169.82000000000002,0.0,169.82000000000002,2024,7,July,Wednesday,3
1086,1,23,2024-11-10,4,135.4,0.1,541.6,0.5416000000000001,541.0584,2024,11,November,Sunday,4
1087,2,69,2024-06-30,12,68.64,0.0,823.6800000000001,0.0,823.6800000000001,2024,6,June,Sunday,2
1088,9,2,2024-11-16,10,81.57,0.0,815.6999999999999,0.0,815.6999999999999,2024,11,November,Saturday,4
1089,7,129,2024-12-15,3,151.03,0.25,453.09000000000003,1.132725,451.95727500000004,2024,12,December,Sunday,4
1090,9,103,2024-09-19,1,143.37,0.1,143.37,0.14337000000000003,143.22663,2024,9,September,Thursday,3
1091,4,134,2024-05-13,4,141.92,0.25,567.68,1.4191999999999998,566.2607999999999,2024,5,May,Monday,2
1092,3,150,2024-12-11,1,89.35,0.25,89.35,0.223375,89.12662499999999,2024,12,December,Wednesday,4
1093,6,125,2024-11-20,8,151.37,0.05,1210.96,0.60548,1210.35452,2024,11,November,Wednesday,4
1094,7,45,2024-05-13,12,29.94,0.15,359.28000000000003,0.5389200000000001,358.74108,2024,5,May,Monday,2
1095,10,81,2024-12-03,9,39.73,0.0,357.57,0.0,357.57,2024,12,December,Tuesday,4
1096,9,89,2024-02-07,1,16.36,0.05,16.36,0.00818,16.35182,2024,2,February,Wednesday,1
1097,5,31,2024-12-13,11,110.33,0.25,1213.6299999999999,3.0340749999999996,1210.5959249999999,2024,12,December,Friday,4
1098,3,37,2024-07-20,11,19.91,0.0,219.01,0.0,219.01,2024,7,July,Saturday,3
1099,1,12,2024-12-17,4,105.87,0.1,423.48,0.4234800000000001,423.05652000000003,2024,12,December,Tuesday,4
1100,5,11,2024-04-03,7,117.42,0.15,821.94,1.23291,820.7070900000001,2024,4,April,Wednesday,2
1101,1,8,2024-01-22,6,98.81,0.05,592.86,0.29643,592.56357,2024,1,January,Monday,1
1102,1,69,2024-05-20,9,68.64,0.05,617.76,0.30888000000000004,617.45112,2024,5,May,Monday,2
1103,10,35,2024-08-03,9,8.64,0.05,77.76,0.038880000000000005,77.72112,2024,8,August,Saturday,3
1104,2,88,2024-02-26,8,106.78,0.15,854.24,1.28136,852.9586400000001,2024,2,February,Monday,1
1105,8,1,2024-09-20,2,38.35,0.15,76.7,0.11505000000000001,76.58495,2024,9,September,Friday,3
1106,6,108,2024-09-26,11,151.96,0.0,1671.5600000000002,0.0,1671.5600000000002,2024,9,September,Thursday,3
1107,4,103,2024-09-05,3,143.37,0.1,430.11,0.43011000000000005,429.67989,2024,9,September,Thursday,3
1108,1,149,2024-02-04,10,212.9,0.15,2129.0,3.1935,2125.8065,2024,2,February,Sunday,1
1109,9,84,2024-02-23,6,219.55,0.0,1317.3000000000002,0.0,1317.3000000000002,2024,2,February,Friday,1
1110,8,166,2024-03-24,5,44.53,0.05,222.65,0.11132500000000001,222.538675,2024,3,March,Sunday,1
1111,5,144,2024-07-29,1,72.5,0.15,72.5,0.10875,72.39125,2024,7,July,Monday,3
1112,1,31,2024-03-09,5,110.33,0.05,551.65,0.275825,551.3741749999999,2024,3,March,Saturday,1
1113,7,142,2024-10-14,1,36.7,0.15,36.7,0.05505,36.64495,2024,10,October,Monday,4
1114,10,100,2024-01-03,2,120.25,0.15,240.5,0.36074999999999996,240.13925,2024,1,January,Wednesday,1
1115,8,27,2024-02-09,9,83.28,0.0,749.52,0.0,749.52,2024,2,February,Friday,1
1116,5,162,2024-02-14,10,125.27,0.15,1252.7,1.87905,1250.82095,2024,2,February,Wednesday,1
1117,5,167,2024-06-15,3,20.08,0.0,60.239999999999995,0.0,60.239999999999995,2024,6,June,Saturday,2
1118,6,149,2024-05-09,10,212.9,0.15,2129.0,3.1935,2125.8065,2024,5,May,Thursday,2
1119,10,68,2024-12-13,8,17.26,0.25,138.08,0.3452,137.7348,2024,12,December,Friday,4
1120,5,1,2024-12-13,6,38.35,0.0,230.10000000000002,0.0,230.10000000000002,2024,12,December,Friday,4
1121,1,168,2024-11-19,4,115.57,0.0,462.28,0.0,462.28,2024,11,November,Tuesday,4
1122,4,34,2024-10-29,4,99.91,0.25,399.64,0.9991,398.6409,2024,10,October,Tuesday,4
1123,8,13,2024-12-14,9,91.64,0.15,824.76,1.23714,823.52286,2024,12,December,Saturday,4
1124,3,93,2024-07-07,9,187.19,0.0,1684.71,0.0,1684.71,2024,7,July,Sunday,3
1125,7,134,2024-08-21,6,141.92,0.15,851.52,1.27728,850.24272,2024,8,August,Wednesday,3
1126,3,122,2024-02-11,8,28.93,0.1,231.44,0.23144,231.20856,2024,2,February,Sunday,1
1127,8,98,2024-07-21,12,93.24,0.05,1118.8799999999999,0.5594399999999999,1118.32056,2024,7,July,Sunday,3
1128,5,136,2024-09-11,1,182.39,0.0,182.39,0.0,182.39,2024,9,September,Wednesday,3
1129,8,145,2024-05-25,1,33.88,0.15,33.88,0.05082,33.82918,2024,5,May,Saturday,2
1130,8,88,2024-06-16,4,106.78,0.1,427.12,0.42712000000000006,426.69288,2024,6,June,Sunday,2
1131,6,7,2024-03-25,11,12.29,0.0,135.19,0.0,135.19,2024,3,March,Monday,1
1132,2,164,2024-11-27,10,78.92,0.1,789.2,0.7892000000000001,788.4108,2024,11,November,Wednesday,4
1133,4,43,2024-09-24,11,88.26,0.0,970.86,0.0,970.86,2024,9,September,Tuesday,3
1134,1,76,2024-11-28,8,150.97,0.05,1207.76,0.6038800000000001,1207.15612,2024,11,November,Thursday,4
1135,2,111,2024-11-15,8,43.1,0.05,344.8,0.17240000000000003,344.62760000000003,2024,11,November,Friday,4
1136,2,130,2024-05-17,3,200.9,0.0,602.7,0.0,602.7,2024,5,May,Friday,2
1137,1,29,2024-10-05,6,128.85,0.0,773.0999999999999,0.0,773.0999999999999,2024,10,October,Saturday,4
1138,4,147,2024-06-16,1,159.14,0.15,159.14,0.23870999999999998,158.90129,2024,6,June,Sunday,2
1139,8,127,2024-12-23,1,51.12,0.15,51.12,0.07668,51.043319999999994,2024,12,December,Monday,4
1140,2,113,2024-02-25,6,114.72,0.1,688.3199999999999,0.6883199999999999,687.63168,2024,2,February,Sunday,1
1141,9,165,2024-06-17,6,56.11,0.25,336.65999999999997,0.8416499999999999,335.81834999999995,2024,6,June,Monday,2
1142,8,140,2024-08-30,6,147.3,0.15,883.8000000000001,1.3256999999999999,882.4743000000001,2024,8,August,Friday,3
1143,1,15,2024-12-23,3,149.2,0.0,447.59999999999997,0.0,447.59999999999997,2024,12,December,Monday,4
1144,4,168,2024-09-30,4,115.57,0.15,462.28,0.69342,461.58657999999997,2024,9,September,Monday,3
